iter	Passed	Remaining
298	6996	227006
299	7020	226999
300	7044	226978
301	7066	226920
302	7088	226842
303	7110	226797
304	7132	226711
305	7154	226639
306	7178	226636
307	7201	226607
308	7224	226578
309	7248	226573
310	7272	226569
311	7295	226537
312	7319	226531
313	7342	226510
314	7365	226469
315	7389	226456
316	7410	226364
317	7433	226312
318	7454	226232
319	7476	226156
320	7499	226139
321	7522	226085
322	7545	226053
323	7568	226041
324	7594	226077
325	7617	226038
326	7639	225996
327	7663	225965
328	7685	225921
329	7709	225898
330	7731	225854
331	7754	225822
332	7777	225779
333	7800	225749
334	7822	225686
335	7845	225637
336	7867	225587
337	7890	225565
338	7915	225572
339	7938	225535
340	7960	225487
341	7983	225461
342	8005	225396
343	8028	225365
344	8051	225314
345	8073	225270
346	8096	225222
347	8119	225193
348	8142	225176
349	8164	225116
350	8187	225081
351	8210	225036
352	8232	224988
353	8255	224952
354	8278	224927
355	8302	224924
356	8324	224860
357	8347	224816
358	8370	224789
359	8393	224754
360	8416	224737
361	8440	224713
362	8463	224677
363	8488	224713
364	8512	224700
365	8534	224644
366	8556	224602
367	8579	224559
368	8601	224506
369	8625	224491
370	8645	224386
371	8667	224339
372	8691	224323
373	8716	224342
374	8740	224347
375	8762	224294
376	8787	224298
377	8811	224300
378	8834	224276
379	8860	224305
380	8885	224326
381	8909	224333
382	8934	224350
383	8958	224326
384	8981	224309
385	9005	224296
386	9027	224232
387	9049	224192
388	9073	224185
389	9095	224115
390	9117	224076
391	9140	224036
392	9162	223985
393	9185	223939
394	9207	223883
395	9230	223856
396	9254	223847
397	9275	223788
398	9296	223706
399	9319	223677
400	9342	223636
401	9364	223577
402	9386	223525
403	9408	223481
404	9431	223434
405	9453	223403
406	9477	223375
407	9499	223319
408	9521	223274
409	9543	223216
410	9565	223183
411	9588	223130
412	9611	223108
413	9633	223063
414	9656	223028
415	9678	222986
416	9703	222991
417	9726	222954
418	9747	222886
419	9770	222850
420	9791	222797
421	9814	222756
422	9838	222742
423	9861	222711
424	9883	222672
425	9906	222636
426	9931	222653
427	9954	222618
428	9975	222554
429	9998	222520
430	10022	222517
431	10045	222493
432	10069	222477
433	10092	222454
434	10114	222399
435	10137	222374
436	10160	222339
437	10182	222292
438	10205	222269
439	10229	222262
440	10252	222240
441	10274	222183
442	10298	222170
443	10321	222140
444	10345	222126
445	10369	222132
446	10392	222112
447	10416	222092
448	10438	222039
449	10461	222018
450	10484	221986
451	10506	221933
452	10528	221892
453	10550	221839
454	10573	221803
455	10595	221759
456	10618	221738
457	10641	221703
458	10663	221653
459	10685	221611
460	10708	221585
461	10731	221553
462	10754	221514
463	10776	221474
464	10798	221422
465	10819	221368
466	10847	221423
467	10870	221401
468	10895	221420
469	10918	221394
470	10943	221397
471	10969	221438
472	10994	221445
473	11017	221428
474	11043	221444
475	11068	221464
476	11091	221440
477	11114	221409
478	11139	221419
479	11164	221430
480	11190	221458
481	11214	221456
482	11240	221477
483	11264	221476
484	11288	221473
485	11313	221467
486	11338	221476
487	11361	221461
488	11386	221474
489	11410	221460
490	11437	221504
491	11460	221486
492	11483	221446
493	11507	221428
494	11533	221461
495	11559	221486
496	11584	221512
497	11610	221538
498	11633	221506
499	11656	221479
500	11683	221511
501	11706	221485
502	11729	221459
503	11753	221446
504	11776	221427
505	11800	221404
506	11823	221377
507	11845	221328
508	11868	221299
509	11890	221252
510	11913	221223
511	11936	221192
512	11960	221179
513	11982	221133
514	12006	221128
515	12029	221092
516	12052	221073
517	12077	221087
518	12101	221062
519	12124	221041
520	12152	221092
521	12176	221081
522	12199	221067
523	12223	221046
524	12247	221031
525	12273	221071
526	12297	221048
527	12322	221063
528	12348	221075
529	12371	221060
530	12390	220960
531	12414	220937
532	12437	220906
533	12460	220886
534	12480	220795
535	12501	220742
536	12525	220725
537	12548	220694
538	12571	220667
539	12595	220658
540	12619	220651
541	12642	220618
542	12666	220600
543	12690	220588
544	12714	220584
545	12739	220582
546	12763	220567
547	12787	220554
548	12811	220551
549	12835	220530
550	12859	220519
551	12882	220496
552	12906	220490
553	12930	220472
554	12954	220459
555	12978	220439
556	13001	220425
557	13027	220436
558	13051	220424
559	13075	220413
560	13098	220391
561	13123	220393
562	13147	220379
563	13171	220362
564	13195	220345
565	13219	220342
566	13243	220329
567	13266	220291
568	13290	220280
569	13313	220252
570	13336	220224
571	13359	220198
572	13383	220190
573	13406	220161
574	13429	220132
575	13454	220128
576	13479	220140
577	13504	220136
578	13527	220103
579	13550	220086
580	13575	220081
581	13600	220084
582	13623	220059
583	13650	220097
584	13676	220104
585	13700	220103
586	13723	220070
587	13748	220068
588	13772	220055
589	13797	220065
590	13820	220031
591	13844	220020
592	13871	220046
593	13895	220042
594	13918	220001
595	13943	220007
596	13967	219987
597	13990	219962
598	14012	219924
599	14035	219895
600	14059	219874
601	14082	219848
602	14106	219827
603	14129	219802
604	14153	219782
605	14176	219764
606	14201	219761
607	14226	219759
608	14250	219740
609	14274	219733
610	14297	219707
611	14322	219697
612	14345	219681
613	14371	219691
614	14396	219690
615	14421	219697
616	14445	219686
617	14470	219674
618	14493	219648
619	14516	219613
620	14540	219611
621	14564	219587
622	14587	219557
623	14610	219534
624	14633	219497
625	14657	219481
626	14680	219461
627	14703	219435
628	14727	219409
629	14750	219387
630	14773	219356
631	14797	219344
632	14825	219382
633	14851	219395
634	14874	219372
635	14898	219349
636	14922	219339
637	14946	219324
638	14970	219308
639	14994	219288
640	15018	219283
641	15043	219274
642	15066	219253
643	15090	219228
644	15113	219205
645	15137	219184
646	15160	219164
647	15184	219151
648	15209	219140
649	15231	219094
650	15253	219060
651	15277	219033
652	15301	219023
653	15323	218978
654	15346	218950
655	15369	218924
656	15393	218903
657	15417	218894
658	15440	218863
659	15465	218858
660	15488	218829
661	15512	218810
662	15535	218788
663	15560	218785
664	15585	218783
665	15609	218762
666	15632	218742
667	15656	218717
668	15682	218728
669	15705	218699
670	15728	218675
671	15752	218654
672	15774	218620
673	15796	218574
674	15818	218534
675	15840	218481
676	15863	218452
677	15886	218430
678	15910	218405
679	15931	218361
680	15955	218344
681	15978	218314
682	16002	218289
683	16024	218255
684	16047	218219
685	16070	218189
686	16093	218167
687	16118	218161
688	16143	218155
689	16165	218120
690	16187	218077
691	16209	218029
692	16233	218013
693	16256	217986
694	16279	217959
695	16301	217916
696	16325	217894
697	16348	217876
698	16371	217846
699	16395	217822
700	16418	217793
701	16442	217777
702	16464	217739
703	16487	217711
704	16512	217707
705	16535	217679
706	16558	217652
707	16582	217630
708	16606	217611
709	16630	217602
710	16654	217592
711	16678	217574
712	16703	217571
713	16726	217543
714	16749	217511
715	16774	217508
716	16797	217474
717	16820	217451
718	16843	217416
719	16866	217385
720	16890	217374
721	16914	217360
722	16938	217340
723	16960	217305
724	16983	217267
725	17006	217246
726	17030	217225
727	17052	217187
728	17077	217180
729	17099	217146
730	17121	217104
731	17144	217075
732	17168	217047
733	17190	217011
734	17212	216977
735	17235	216936
736	17259	216926
737	17283	216914
738	17306	216877
739	17328	216842
740	17352	216820
741	17374	216786
742	17397	216748
743	17418	216701
744	17441	216676
745	17465	216656
746	17487	216621
747	17510	216581
748	17532	216551
749	17556	216529
750	17579	216501
751	17602	216471
752	17626	216455
753	17648	216421
754	17675	216432
755	17696	216389
756	17720	216367
757	17742	216331
758	17765	216302
759	17788	216266
760	17813	216265
761	17836	216234
762	17859	216205
763	17882	216183
764	17906	216160
765	17925	216088
766	17948	216062
767	17968	215999
768	17994	216002
769	18018	215982
770	18043	215982
771	18066	215959
772	18088	215910
773	18110	215878
774	18134	215857
775	18158	215845
776	18182	215823
777	18205	215796
778	18228	215765
779	18251	215741
780	18275	215719
781	18297	215689
782	18321	215667
783	18343	215632
784	18367	215617
785	18390	215584
786	18414	215564
787	18437	215546
788	18462	215539
789	18485	215504
790	18508	215485
791	18530	215442
792	18553	215412
793	18577	215399
794	18600	215368
795	18624	215347
796	18646	215315
797	18670	215297
798	18693	215270
799	18717	215251
800	18741	215237
801	18765	215213
802	18789	215200
803	18812	215170
804	18835	215143
805	18858	215116
806	18881	215094
807	18905	215068
808	18929	215058
809	18953	215044
810	18976	215017
811	18999	214987
812	19023	214967
813	19045	214932
814	19069	214912
815	19092	214885
816	19117	214875
817	19140	214850
818	19164	214831
819	19186	214795
820	19210	214774
821	19233	214751
822	19253	214694
823	19276	214663
824	19303	214682
825	19326	214654
826	19350	214633
827	19373	214605
828	19395	214569
829	19419	214545
830	19441	214509
831	19464	214482
832	19486	214448
833	19508	214410
834	19533	214404
835	19557	214382
836	19581	214363
837	19603	214329
838	19627	214311
839	19649	214273
840	19673	214251
841	19696	214223
842	19717	214184
843	19742	214173
844	19766	214152
845	19788	214117
846	19810	214084
847	19833	214057
848	19857	214032
849	19880	214010
850	19905	214002
851	19929	213981
852	19953	213966
853	19977	213954
854	20000	213927
855	20023	213895
856	20046	213867
857	20069	213838
858	20093	213819
859	20117	213807
860	20140	213778
861	20163	213753
862	20186	213721
863	20208	213688
864	20232	213665
865	20254	213631
866	20277	213601
867	20301	213590
868	20325	213566
869	20347	213534
870	20371	213512
871	20393	213472
872	20415	213442
873	20438	213411
874	20461	213382
875	20487	213383
876	20510	213359
877	20532	213327
878	20555	213300
879	20579	213275
880	20602	213249
881	20625	213226
882	20649	213206
883	20674	213202
884	20698	213178
885	20723	213177
886	20746	213149
887	20769	213121
888	20792	213094
889	20815	213071
890	20839	213050
891	20864	213043
892	20887	213012
893	20910	212985
894	20933	212961
895	20957	212947
896	20981	212923
897	21004	212894
898	21027	212867
899	21053	212870
900	21076	212847
901	21099	212819
902	21122	212796
903	21146	212771
904	21169	212746
905	21192	212721
906	21215	212697
907	21240	212682
908	21263	212661
909	21287	212641
910	21311	212627
911	21335	212605
912	21360	212595
913	21384	212576
914	21407	212551
915	21430	212531
916	21455	212518
917	21477	212482
918	21499	212445
919	21523	212422
920	21545	212388
921	21568	212365
922	21590	212329
923	21613	212301
924	21638	212290
925	21661	212259
926	21685	212242
927	21710	212234
928	21732	212200
929	21755	212177
930	21778	212149
931	21801	212120
932	21825	212100
933	21849	212085
934	21874	212080
935	21897	212046
936	21921	212032
937	21943	211997
938	21965	211960
939	21989	211940
940	22012	211911
941	22037	211907
942	22061	211889
943	22083	211856
944	22107	211830
945	22129	211800
946	22152	211769
947	22175	211738
948	22197	211705
949	22222	211699
950	22246	211681
951	22269	211651
952	22292	211630
953	22316	211613
954	22340	211590
955	22364	211577
956	22388	211558
957	22412	211542
958	22437	211526
959	22458	211488
960	22481	211459
961	22504	211425
962	22526	211395
963	22549	211366
964	22572	211338
965	22594	211307
966	22615	211261
967	22638	211231
968	22661	211202
969	22683	211171
970	22707	211146
971	22729	211115
972	22751	211073
973	22775	211056
974	22798	211033
975	22821	211004
976	22843	210967
977	22866	210940
978	22890	210924
979	22912	210887
980	22935	210859
981	22959	210839
982	22982	210816
983	23005	210787
984	23028	210761
985	23051	210735
986	23074	210710
987	23098	210693
988	23121	210666
989	23145	210647
990	23169	210628
991	23192	210603
992	23215	210577
993	23238	210547
994	23262	210529
995	23284	210497
996	23305	210446
997	23328	210426
998	23351	210401
999	23374	210371
1000	23398	210356
1001	23421	210328
1002	23445	210305
1003	23469	210286
1004	23492	210260
1005	23517	210254
1006	23541	210236
1007	23564	210205
1008	23586	210178
1009	23609	210148
1010	23632	210118
1011	23655	210095
1012	23677	210059
1013	23699	210027
1014	23725	210021
1015	23749	210001
1016	23771	209970
1017	23795	209949
1018	23818	209929
1019	23841	209898
1020	23864	209869
1021	23886	209837
1022	23910	209814
1023	23933	209793
1024	23956	209767
1025	23979	209738
1026	24003	209717
1027	24025	209689
1028	24048	209659
1029	24070	209624
1030	24094	209602
1031	24118	209586
1032	24141	209558
1033	24165	209540
1034	24187	209510
1035	24212	209497
1036	24235	209469
1037	24258	209442
1038	24282	209426
1039	24304	209393
1040	24326	209361
1041	24348	209326
1042	24371	209297
1043	24394	209269
1044	24416	209235
1045	24438	209202
1046	24463	209191
1047	24486	209163
1048	24509	209139
1049	24533	209118
1050	24555	209085
1051	24578	209055
1052	24602	209039
1053	24626	209018
1054	24651	209014
1055	24675	208991
1056	24697	208956
1057	24720	208934
1058	24742	208900
1059	24765	208867
1060	24787	208837
1061	24810	208809
1062	24834	208790
1063	24857	208762
1064	24879	208734
1065	24902	208705
1066	24925	208678
1067	24949	208660
1068	24973	208644
1069	24996	208618
1070	25020	208594
1071	25043	208573
1072	25067	208551
1073	25090	208522
1074	25112	208488
1075	25135	208464
1076	25158	208436
1077	25178	208384
1078	25201	208365
1079	25224	208337
1080	25250	208332
1081	25273	208311
1082	25296	208282
1083	25319	208252
1084	25342	208225
1085	25365	208200
1086	25388	208176
1087	25412	208154
1088	25435	208133
1089	25460	208118
1090	25483	208093
1091	25505	208063
1092	25527	208030
1093	25550	207998
1094	25573	207972
1095	25596	207948
1096	25620	207931
1097	25645	207921
1098	25667	207887
1099	25690	207862
1100	25714	207840
1101	25737	207818
1102	25760	207792
1103	25782	207758
1104	25807	207743
1105	25829	207711
1106	25852	207685
1107	25875	207661
1108	25898	207633
1109	25921	207604
1110	25944	207581
1111	25966	207549
1112	25991	207531
1113	26015	207516
1114	26038	207493
1115	26061	207464
1116	26084	207437
1117	26106	207405
1118	26129	207378
1119	26152	207349
1120	26174	207315
1121	26198	207298
1122	26220	207267
1123	26243	207241
1124	26266	207216
1125	26289	207185
1126	26313	207165
1127	26336	207140
1128	26358	207110
1129	26382	207087
1130	26406	207070
1131	26428	207039
1132	26451	207010
1133	26473	206976
1134	26495	206948
1135	26520	206933
1136	26544	206917
1137	26568	206898
1138	26593	206885
1139	26618	206876
1140	26644	206872
1141	26667	206849
1142	26691	206829
1143	26715	206810
1144	26741	206812
1145	26766	206796
1146	26789	206774
1147	26813	206754
1148	26839	206751
1149	26864	206738
1150	26888	206722
1151	26913	206706
1152	26941	206721
1153	26961	206675
1154	26986	206663
1155	27011	206650
1156	27037	206649
1157	27062	206635
1158	27087	206626
1159	27111	206605
1160	27137	206602
1161	27161	206585
1162	27186	206576
1163	27211	206564
1164	27237	206559
1165	27262	206546
1166	27286	206530
1167	27311	206520
1168	27334	206497
1169	27357	206470
1170	27382	206454
1171	27404	206424
1172	27427	206394
1173	27450	206369
1174	27473	206345
1175	27496	206317
1176	27521	206307
1177	27546	206291
1178	27569	206265
1179	27593	206249
1180	27616	206221
1181	27640	206205
1182	27663	206174
1183	27685	206142
1184	27708	206121
1185	27732	206099
1186	27756	206077
1187	27778	206047
1188	27801	206018
1189	27824	205993
1190	27846	205964
1191	27870	205941
1192	27894	205920
1193	27917	205896
1194	27939	205867
1195	27963	205843
1196	27986	205817
1197	28008	205785
1198	28031	205756
1199	28054	205730
1200	28078	205716
1201	28103	205700
1202	28127	205680
1203	28150	205655
1204	28172	205621
1205	28195	205598
1206	28217	205564
1207	28240	205541
1208	28265	205526
1209	28288	205497
1210	28311	205477
1211	28333	205442
1212	28356	205415
1213	28380	205395
1214	28404	205374
1215	28427	205350
1216	28451	205334
1217	28475	205311
1218	28497	205283
1219	28520	205255
1220	28543	205229
1221	28566	205204
1222	28590	205184
1223	28613	205157
1224	28638	205143
1225	28662	205123
1226	28684	205095
1227	28707	205067
1228	28731	205044
1229	28754	205019
1230	28778	205001
1231	28802	204983
1232	28826	204968
1233	28850	204946
1234	28872	204914
1235	28895	204885
1236	28918	204863
1237	28942	204839
1238	28966	204819
1239	28987	204786
1240	29010	204759
1241	29034	204737
1242	29058	204715
1243	29080	204685
1244	29102	204655
1245	29127	204642
1246	29152	204627
1247	29174	204598
1248	29198	204578
1249	29222	204555
1250	29244	204525
1251	29267	204497
1252	29290	204470
1253	29313	204446
1254	29336	204419
1255	29359	204393
1256	29383	204374
1257	29406	204347
1258	29428	204316
1259	29450	204285
1260	29473	204256
1261	29497	204238
1262	29519	204207
1263	29542	204181
1264	29567	204169
1265	29592	204154
1266	29614	204122
1267	29638	204101
1268	29661	204076
1269	29684	204049
1270	29707	204025
1271	29729	203995
1272	29753	203971
1273	29776	203950
1274	29799	203923
1275	29822	203898
1276	29844	203864
1277	29868	203843
1278	29889	203803
1279	29912	203779
1280	29937	203766
1281	29960	203739
1282	29985	203729
1283	30009	203711
1284	30033	203687
1285	30057	203668
1286	30081	203653
1287	30104	203625
1288	30128	203605
1289	30150	203576
1290	30174	203553
1291	30198	203537
1292	30222	203516
1293	30245	203489
1294	30268	203463
1295	30290	203434
1296	30315	203420
1297	30340	203404
1298	30362	203377
1299	30385	203348
1300	30408	203325
1301	30430	203293
1302	30453	203267
1303	30476	203237
1304	30500	203217
1305	30524	203202
1306	30548	203179
1307	30569	203139
1308	30591	203112
1309	30614	203086
1310	30638	203067
1311	30662	203043
1312	30685	203021
1313	30710	203004
1314	30733	202982
1315	30755	202949
1316	30779	202927
1317	30802	202906
1318	30825	202879
1319	30848	202851
1320	30873	202837
1321	30896	202813
1322	30917	202777
1323	30940	202749
1324	30963	202722
1325	30986	202698
1326	31009	202671
1327	31033	202650
1328	31056	202625
1329	31078	202593
1330	31102	202573
1331	31125	202548
1332	31148	202521
1333	31171	202496
1334	31193	202467
1335	31217	202446
1336	31240	202420
1337	31267	202420
1338	31288	202379
1339	31311	202356
1340	31334	202330
1341	31357	202302
1342	31380	202277
1343	31402	202249
1344	31425	202223
1345	31450	202208
1346	31473	202181
1347	31496	202157
1348	31518	202127
1349	31541	202102
1350	31565	202078
1351	31589	202060
1352	31612	202033
1353	31634	202002
1354	31658	201982
1355	31681	201954
1356	31704	201934
1357	31728	201912
1358	31751	201887
1359	31774	201863
1360	31798	201842
1361	31821	201816
1362	31844	201790
1363	31866	201757
1364	31888	201728
1365	31911	201702
1366	31935	201682
1367	31957	201649
1368	31979	201616
1369	32002	201589
1370	32026	201570
1371	32050	201551
1372	32072	201519
1373	32095	201496
1374	32118	201467
1375	32140	201437
1376	32163	201414
1377	32186	201386
1378	32209	201362
1379	32233	201340
1380	32256	201319
1381	32281	201306
1382	32305	201281
1383	32328	201255
1384	32351	201231
1385	32375	201211
1386	32398	201187
1387	32421	201160
1388	32444	201137
1389	32466	201106
1390	32489	201078
1391	32513	201058
1392	32535	201030
1393	32557	200999
1394	32582	200981
1395	32604	200952
1396	32627	200927
1397	32650	200902
1398	32673	200873
1399	32695	200845
1400	32718	200819
1401	32740	200789
1402	32765	200770
1403	32791	200764
1404	32814	200738
1405	32838	200720
1406	32863	200705
1407	32886	200683
1408	32909	200659
1409	32933	200637
1410	32957	200618
1411	32982	200602
1412	33005	200579
1413	33029	200557
1414	33052	200536
1415	33077	200520
1416	33100	200493
1417	33123	200469
1418	33149	200462
1419	33173	200441
1420	33196	200415
1421	33219	200394
1422	33242	200368
1423	33266	200345
1424	33290	200324
1425	33316	200317
1426	33340	200298
1427	33362	200268
1428	33385	200241
1429	33408	200219
1430	33432	200197
1431	33453	200162
1432	33474	200123
1433	33497	200095
1434	33520	200071
1435	33543	200045
1436	33566	200019
1437	33588	199991
1438	33610	199959
1439	33634	199938
1440	33657	199913
1441	33679	199882
1442	33702	199854
1443	33726	199835
1444	33750	199814
1445	33772	199784
1446	33796	199763
1447	33820	199744
1448	33843	199723
1449	33868	199706
1450	33892	199689
1451	33918	199678
1452	33940	199651
1453	33964	199630
1454	33989	199613
1455	34013	199596
1456	34036	199572
1457	34060	199547
1458	34084	199530
1459	34109	199514
1460	34132	199492
1461	34155	199468
1462	34179	199444
1463	34202	199419
1464	34225	199394
1465	34248	199370
1466	34268	199325
1467	34290	199297
1468	34315	199284
1469	34340	199265
1470	34363	199241
1471	34386	199218
1472	34408	199187
1473	34432	199165
1474	34456	199145
1475	34479	199123
1476	34505	199111
1477	34528	199089
1478	34552	199071
1479	34577	199053
1480	34601	199036
1481	34625	199017
1482	34648	198988
1483	34671	198966
1484	34696	198951
1485	34720	198932
1486	34744	198908
1487	34766	198879
1488	34789	198851
1489	34812	198829
1490	34835	198802
1491	34858	198774
1492	34884	198767
1493	34906	198740
1494	34929	198715
1495	34957	198717
1496	34985	198720
1497	35008	198695
1498	35032	198673
1499	35055	198650
1500	35081	198639
1501	35105	198621
1502	35128	198592
1503	35151	198567
1504	35174	198543
1505	35197	198519
1506	35221	198499
1507	35245	198478
1508	35269	198459
1509	35293	198439
1510	35316	198415
1511	35340	198392
1512	35363	198369
1513	35387	198345
1514	35410	198321
1515	35433	198295
1516	35458	198281
1517	35480	198252
1518	35504	198230
1519	35528	198209
1520	35550	198179
1521	35573	198156
1522	35596	198131
1523	35621	198114
1524	35644	198092
1525	35669	198077
1526	35693	198058
1527	35717	198036
1528	35741	198013
1529	35764	197989
1530	35787	197966
1531	35811	197943
1532	35835	197922
1533	35858	197899
1534	35882	197877
1535	35905	197854
1536	35928	197828
1537	35950	197798
1538	35974	197777
1539	35996	197749
1540	36022	197737
1541	36047	197725
1542	36070	197696
1543	36093	197673
1544	36118	197656
1545	36141	197630
1546	36164	197606
1547	36187	197581
1548	36214	197579
1549	36238	197556
1550	36259	197522
1551	36282	197494
1552	36305	197468
1553	36327	197442
1554	36350	197413
1555	36372	197386
1556	36397	197367
1557	36420	197343
1558	36443	197320
1559	36466	197290
1560	36489	197265
1561	36510	197231
1562	36533	197206
1563	36558	197190
1564	36582	197171
1565	36605	197148
1566	36629	197128
1567	36650	197092
1568	36673	197063
1569	36696	197038
1570	36719	197015
1571	36742	196988
1572	36767	196973
1573	36790	196946
1574	36812	196919
1575	36835	196892
1576	36858	196867
1577	36882	196846
1578	36906	196824
1579	36928	196796
1580	36952	196777
1581	36976	196758
1582	37001	196741
1583	37024	196718
1584	37047	196691
1585	37071	196670
1586	37093	196641
1587	37116	196614
1588	37140	196595
1589	37164	196576
1590	37187	196551
1591	37211	196530
1592	37234	196504
1593	37257	196478
1594	37279	196450
1595	37303	196429
1596	37328	196413
1597	37349	196379
1598	37373	196357
1599	37396	196332
1600	37421	196316
1601	37444	196292
1602	37467	196264
1603	37489	196237
1604	37514	196219
1605	37537	196196
1606	37560	196168
1607	37582	196137
1608	37608	196127
1609	37631	196102
1610	37654	196077
1611	37674	196039
1612	37698	196018
1613	37721	195993
1614	37744	195966
1615	37768	195947
1616	37792	195926
1617	37817	195909
1618	37840	195889
1619	37864	195865
1620	37887	195841
1621	37909	195811
1622	37934	195795
1623	37958	195774
1624	37982	195754
1625	38006	195737
1626	38031	195719
1627	38054	195697
1628	38078	195674
1629	38101	195652
1630	38125	195631
1631	38149	195612
1632	38171	195581
1633	38195	195559
1634	38217	195530
1635	38240	195504
1636	38264	195485
1637	38288	195463
1638	38310	195433
1639	38333	195407
1640	38356	195384
1641	38380	195362
1642	38403	195335
1643	38426	195312
1644	38449	195286
1645	38474	195268
1646	38496	195242
1647	38520	195221
1648	38544	195199
1649	38566	195169
1650	38588	195141
1651	38612	195119
1652	38637	195101
1653	38660	195078
1654	38683	195055
1655	38706	195026
1656	38728	194995
1657	38752	194976
1658	38778	194968
1659	38803	194952
1660	38829	194939
1661	38853	194923
1662	38878	194906
1663	38908	194915
1664	38934	194908
1665	38960	194896
1666	38984	194877
1667	39009	194859
