iter	Passed	Remaining
1668	39035	194850
1669	39059	194827
1670	39082	194805
1671	39103	194770
1672	39124	194732
1673	39148	194712
1674	39172	194691
1675	39195	194665
1676	39219	194647
1677	39243	194629
1678	39267	194605
1679	39291	194585
1680	39314	194560
1681	39337	194534
1682	39360	194511
1683	39383	194485
1684	39407	194463
1685	39429	194435
1686	39454	194417
1687	39476	194388
1688	39498	194358
1689	39520	194328
1690	39541	194295
1691	39564	194267
1692	39589	194251
1693	39614	194239
1694	39637	194211
1695	39661	194189
1696	39683	194162
1697	39706	194138
1698	39728	194105
1699	39751	194083
1700	39776	194064
1701	39802	194053
1702	39825	194031
1703	39851	194016
1704	39875	193997
1705	39898	193972
1706	39921	193948
1707	39945	193926
1708	39970	193913
1709	39993	193885
1710	40015	193858
1711	40040	193839
1712	40062	193812
1713	40085	193787
1714	40109	193764
1715	40132	193739
1716	40155	193712
1717	40178	193689
1718	40202	193669
1719	40225	193645
1720	40247	193615
1721	40270	193588
1722	40293	193565
1723	40317	193541
1724	40341	193523
1725	40364	193497
1726	40387	193472
1727	40410	193448
1728	40433	193422
1729	40455	193391
1730	40479	193368
1731	40501	193340
1732	40525	193318
1733	40548	193295
1734	40571	193271
1735	40594	193246
1736	40618	193223
1737	40640	193195
1738	40662	193165
1739	40685	193140
1740	40709	193118
1741	40733	193098
1742	40757	193079
1743	40781	193058
1744	40805	193035
1745	40828	193011
1746	40850	192982
1747	40873	192957
1748	40899	192946
1749	40922	192921
1750	40946	192898
1751	40968	192869
1752	40991	192845
1753	41016	192829
1754	41039	192802
1755	41061	192772
1756	41084	192750
1757	41107	192722
1758	41130	192698
1759	41154	192678
1760	41177	192652
1761	41199	192624
1762	41222	192599
1763	41246	192579
1764	41270	192557
1765	41293	192529
1766	41316	192504
1767	41338	192477
1768	41361	192451
1769	41383	192423
1770	41407	192402
1771	41430	192375
1772	41453	192352
1773	41477	192329
1774	41500	192304
1775	41522	192277
1776	41545	192251
1777	41569	192229
1778	41591	192198
1779	41614	192175
1780	41638	192154
1781	41663	192137
1782	41686	192111
1783	41708	192083
1784	41730	192054
1785	41753	192028
1786	41777	192007
1787	41800	191983
1788	41824	191961
1789	41847	191937
1790	41869	191909
1791	41893	191886
1792	41917	191868
1793	41940	191842
1794	41963	191815
1795	41987	191794
1796	42011	191776
1797	42035	191755
1798	42057	191726
1799	42080	191700
1800	42102	191669
1801	42124	191642
1802	42148	191622
1803	42171	191595
1804	42196	191578
1805	42220	191557
1806	42244	191537
1807	42267	191513
1808	42291	191493
1809	42316	191477
1810	42341	191459
1811	42365	191441
1812	42391	191427
1813	42415	191408
1814	42441	191395
1815	42466	191377
1816	42490	191358
1817	42515	191342
1818	42539	191324
1819	42563	191299
1820	42587	191281
1821	42612	191265
1822	42636	191245
1823	42660	191225
1824	42684	191205
1825	42709	191187
1826	42734	191170
1827	42759	191156
1828	42784	191137
1829	42807	191115
1830	42833	191101
1831	42858	191085
1832	42882	191064
1833	42907	191047
1834	42933	191034
1835	42957	191016
1836	42982	191001
1837	43008	190987
1838	43032	190966
1839	43057	190949
1840	43082	190935
1841	43108	190920
1842	43132	190902
1843	43157	190884
1844	43180	190861
1845	43202	190832
1846	43226	190809
1847	43250	190789
1848	43273	190763
1849	43295	190734
1850	43318	190708
1851	43343	190691
1852	43366	190666
1853	43388	190639
1854	43412	190615
1855	43436	190595
1856	43459	190569
1857	43481	190542
1858	43504	190517
1859	43529	190498
1860	43552	190474
1861	43574	190444
1862	43598	190425
1863	43621	190399
1864	43644	190373
1865	43667	190350
1866	43690	190322
1867	43714	190303
1868	43737	190279
1869	43761	190257
1870	43784	190232
1871	43807	190206
1872	43829	190179
1873	43853	190155
1874	43876	190130
1875	43900	190109
1876	43924	190088
1877	43947	190063
1878	43969	190037
1879	43993	190015
1880	44016	189989
1881	44038	189961
1882	44061	189935
1883	44088	189925
1884	44112	189904
1885	44135	189878
1886	44158	189853
1887	44181	189829
1888	44206	189815
1889	44230	189792
1890	44254	189770
1891	44279	189755
1892	44303	189733
1893	44325	189706
1894	44349	189683
1895	44372	189657
1896	44395	189635
1897	44418	189611
1898	44441	189585
1899	44467	189572
1900	44490	189547
1901	44513	189520
1902	44537	189499
1903	44561	189481
1904	44586	189464
1905	44611	189445
1906	44635	189425
1907	44660	189407
1908	44683	189382
1909	44705	189353
1910	44728	189327
1911	44752	189308
1912	44775	189282
1913	44799	189261
1914	44823	189241
1915	44848	189223
1916	44872	189202
1917	44897	189187
1918	44920	189164
1919	44945	189146
1920	44969	189122
1921	44991	189094
1922	45015	189074
1923	45039	189053
1924	45063	189033
1925	45086	189009
1926	45109	188983
1927	45131	188955
1928	45156	188937
1929	45183	188929
1930	45205	188900
1931	45232	188889
1932	45264	188904
1933	45290	188888
1934	45315	188872
1935	45339	188850
1936	45364	188835
1937	45387	188809
1938	45410	188784
1939	45434	188762
1940	45457	188737
1941	45480	188713
1942	45502	188686
1943	45525	188661
1944	45546	188625
1945	45568	188598
1946	45592	188576
1947	45617	188557
1948	45639	188531
1949	45663	188507
1950	45686	188481
1951	45710	188461
1952	45734	188442
1953	45758	188420
1954	45785	188410
1955	45809	188388
1956	45833	188369
1957	45859	188356
1958	45882	188329
1959	45905	188304
1960	45928	188279
1961	45950	188253
1962	45976	188240
1963	45999	188214
1964	46022	188187
1965	46044	188161
1966	46067	188134
1967	46091	188114
1968	46114	188086
1969	46138	188065
1970	46162	188047
1971	46186	188024
1972	46211	188006
1973	46235	187985
1974	46259	187966
1975	46282	187941
1976	46305	187917
1977	46329	187894
1978	46354	187876
1979	46377	187851
1980	46399	187823
1981	46423	187801
1982	46445	187773
1983	46468	187748
1984	46491	187723
1985	46515	187699
1986	46539	187681
1987	46562	187654
1988	46586	187634
1989	46610	187615
1990	46634	187590
1991	46657	187566
1992	46681	187544
1993	46704	187519
1994	46727	187494
1995	46750	187472
1996	46771	187436
1997	46793	187409
1998	46819	187393
1999	46842	187369
2000	46866	187350
2001	46891	187330
2002	46915	187310
2003	46938	187287
2004	46962	187264
2005	46986	187241
2006	47009	187216
2007	47033	187196
2008	47057	187174
2009	47079	187144
2010	47103	187125
2011	47127	187103
2012	47149	187075
2013	47171	187048
2014	47194	187019
2015	47216	186991
2016	47239	186965
2017	47260	186935
2018	47283	186909
2019	47306	186885
2020	47330	186863
2021	47353	186839
2022	47376	186813
2023	47398	186785
2024	47422	186760
2025	47445	186736
2026	47469	186715
2027	47491	186686
2028	47514	186661
2029	47537	186636
2030	47559	186607
2031	47582	186584
2032	47606	186560
2033	47629	186535
2034	47651	186509
2035	47675	186488
2036	47700	186469
2037	47723	186445
2038	47746	186421
2039	47769	186396
2040	47793	186375
2041	47818	186358
2042	47843	186339
2043	47866	186313
2044	47889	186288
2045	47912	186265
2046	47936	186242
2047	47959	186216
2048	47982	186192
2049	48005	186167
2050	48030	186151
2051	48054	186128
2052	48078	186106
2053	48098	186071
2054	48121	186046
2055	48144	186020
2056	48167	185997
2057	48191	185976
2058	48216	185958
2059	48239	185931
2060	48262	185906
2061	48284	185878
2062	48307	185854
2063	48329	185826
2064	48352	185801
2065	48375	185774
2066	48396	185743
2067	48419	185717
2068	48443	185695
2069	48466	185672
2070	48491	185652
2071	48514	185628
2072	48537	185605
2073	48560	185579
2074	48584	185559
2075	48609	185539
2076	48632	185516
2077	48655	185490
2078	48679	185468
2079	48702	185443
2080	48725	185417
2081	48748	185395
2082	48772	185371
2083	48796	185350
2084	48818	185323
2085	48840	185295
2086	48863	185270
2087	48887	185246
2088	48909	185218
2089	48933	185199
2090	48958	185180
2091	48980	185150
2092	49003	185125
2093	49028	185109
2094	49052	185086
2095	49075	185061
2096	49099	185042
2097	49123	185020
2098	49148	185002
2099	49171	184977
2100	49194	184953
2101	49217	184928
2102	49242	184909
2103	49265	184886
2104	49289	184863
2105	49312	184838
2106	49336	184819
2107	49359	184792
2108	49382	184767
2109	49405	184742
2110	49427	184715
2111	49452	184696
2112	49476	184677
2113	49503	184667
2114	49528	184648
2115	49551	184622
2116	49574	184600
2117	49598	184576
2118	49620	184549
2119	49645	184532
2120	49676	184537
2121	49705	184532
2122	49745	184572
2123	49773	184565
2124	49802	184560
2125	49841	184598
2126	49879	184627
2127	49911	184636
2128	49943	184642
2129	49968	184625
2130	49991	184598
2131	50014	184575
2132	50038	184553
2133	50062	184530
2134	50085	184508
2135	50110	184490
2136	50134	184468
2137	50159	184450
2138	50182	184424
2139	50206	184403
2140	50228	184375
2141	50252	184351
2142	50277	184335
2143	50301	184315
2144	50325	184292
2145	50348	184266
2146	50372	184246
2147	50395	184221
2148	50418	184195
2149	50442	184175
2150	50468	184161
2151	50491	184133
2152	50514	184110
2153	50538	184087
2154	50561	184061
2155	50585	184041
2156	50608	184014
2157	50631	183992
2158	50656	183972
2159	50680	183950
2160	50702	183923
2161	50725	183898
2162	50750	183878
2163	50773	183855
2164	50799	183841
2165	50822	183815
2166	50846	183793
2167	50869	183768
2168	50893	183746
2169	50918	183727
2170	50940	183699
2171	50963	183674
2172	50987	183654
2173	51011	183631
2174	51036	183613
2175	51060	183593
2176	51084	183572
2177	51108	183550
2178	51132	183526
2179	51155	183502
2180	51179	183482
2181	51203	183460
2182	51227	183439
2183	51252	183418
2184	51276	183397
2185	51299	183373
2186	51322	183348
2187	51346	183326
2188	51369	183302
2189	51392	183275
2190	51417	183257
2191	51440	183231
2192	51462	183206
2193	51487	183184
2194	51511	183163
2195	51535	183143
2196	51559	183120
2197	51582	183097
2198	51608	183082
2199	51633	183062
2200	51656	183038
2201	51679	183013
2202	51702	182987
2203	51725	182962
2204	51748	182938
2205	51772	182915
2206	51797	182898
2207	51821	182877
2208	51845	182856
2209	51869	182833
2210	51893	182814
2211	51916	182786
2212	51939	182760
2213	51961	182733
2214	51985	182713
2215	52010	182694
2216	52033	182669
2217	52057	182647
2218	52080	182622
2219	52103	182595
2220	52127	182573
2221	52151	182552
2222	52174	182526
2223	52198	182505
2224	52221	182482
2225	52242	182449
2226	52267	182430
2227	52290	182407
2228	52314	182383
2229	52338	182363
2230	52362	182343
2231	52388	182325
2232	52414	182312
2233	52441	182301
2234	52467	182284
2235	52490	182260
2236	52514	182240
2237	52538	182218
2238	52562	182194
2239	52586	182175
2240	52610	182151
2241	52638	182146
2242	52665	182134
2243	52688	182108
2244	52712	182087
2245	52735	182063
2246	52759	182041
2247	52787	182032
2248	52810	182006
2249	52832	181979
2250	52856	181958
2251	52879	181932
2252	52902	181907
2253	52926	181883
2254	52948	181858
2255	52974	181841
2256	52998	181819
2257	53020	181791
2258	53043	181766
2259	53066	181739
2260	53088	181713
2261	53110	181685
2262	53133	181659
2263	53159	181642
2264	53181	181615
2265	53203	181588
2266	53227	181565
2267	53251	181543
2268	53275	181521
2269	53300	181503
2270	53323	181478
2271	53347	181455
2272	53373	181441
2273	53397	181419
2274	53420	181393
2275	53443	181369
2276	53466	181344
2277	53489	181320
2278	53513	181298
2279	53541	181288
2280	53564	181266
2281	53589	181244
2282	53612	181219
2283	53634	181193
2284	53658	181170
2285	53683	181151
2286	53707	181129
2287	53730	181104
2288	53754	181083
2289	53777	181057
2290	53800	181035
2291	53824	181012
2292	53847	180986
2293	53871	180965
2294	53895	180944
2295	53919	180920
2296	53944	180903
2297	53968	180882
2298	53993	180861
2299	54017	180841
2300	54041	180818
2301	54065	180796
2302	54088	180772
2303	54112	180750
2304	54136	180727
2305	54163	180717
2306	54196	180724
2307	54221	180707
2308	54246	180689
2309	54270	180668
2310	54294	180646
2311	54319	180627
2312	54344	180606
2313	54370	180592
2314	54394	180570
2315	54420	180554
2316	54444	180532
2317	54469	180516
2318	54494	180495
2319	54518	180476
2320	54543	180454
2321	54567	180435
2322	54591	180413
2323	54616	180393
2324	54638	180366
2325	54662	180343
2326	54685	180320
2327	54710	180299
2328	54736	180286
2329	54760	180263
2330	54784	180240
2331	54807	180215
2332	54831	180192
2333	54854	180170
2334	54879	180150
2335	54904	180132
2336	54928	180110
2337	54953	180090
2338	54977	180067
2339	55000	180044
2340	55022	180017
2341	55046	179994
2342	55070	179973
2343	55094	179950
2344	55119	179931
2345	55142	179906
2346	55166	179883
2347	55189	179861
2348	55212	179835
2349	55239	179821
2350	55263	179799
2351	55288	179781
2352	55310	179754
2353	55333	179727
2354	55355	179701
2355	55378	179675
2356	55403	179655
2357	55426	179629
2358	55450	179607
2359	55474	179587
2360	55496	179559
2361	55519	179532
2362	55542	179507
2363	55566	179484
2364	55590	179463
2365	55612	179437
2366	55636	179414
2367	55661	179394
2368	55685	179373
2369	55708	179349
2370	55732	179327
2371	55757	179306
2372	55782	179288
2373	55801	179251
2374	55824	179226
2375	55851	179214
2376	55875	179193
2377	55899	179169
2378	55923	179146
2379	55946	179124
2380	55970	179100
2381	55993	179076
2382	56017	179053
2383	56041	179031
2384	56064	179007
2385	56088	178985
2386	56112	178962
2387	56136	178941
2388	56160	178917
2389	56183	178893
2390	56209	178876
2391	56232	178852
2392	56256	178830
2393	56279	178807
2394	56303	178784
2395	56326	178760
2396	56348	178731
2397	56372	178707
2398	56395	178684
2399	56418	178658
2400	56443	178640
2401	56467	178618
2402	56491	178595
2403	56515	178574
2404	56538	178548
2405	56562	178525
2406	56585	178500
2407	56608	178475
2408	56632	178455
2409	56656	178433
2410	56680	178410
2411	56704	178387
2412	56727	178363
2413	56750	178339
2414	56773	178313
2415	56796	178289
2416	56821	178268
2417	56846	178251
2418	56870	178228
2419	56894	178205
2420	56918	178183
2421	56942	178161
2422	56965	178138
2423	56990	178117
2424	57014	178097
2425	57040	178081
2426	57063	178055
2427	57086	178030
2428	57109	178006
2429	57133	177983
2430	57158	177963
2431	57183	177944
2432	57208	177927
2433	57232	177904
2434	57255	177880
2435	57279	177857
2436	57304	177837
2437	57327	177812
2438	57351	177791
2439	57373	177764
2440	57398	177744
2441	57423	177726
2442	57446	177701
2443	57470	177679
2444	57494	177657
2445	57517	177631
2446	57540	177606
2447	57565	177587
2448	57589	177564
2449	57612	177542
2450	57635	177514
2451	57657	177487
2452	57679	177459
2453	57704	177439
2454	57729	177420
2455	57755	177404
2456	57780	177386
2457	57803	177362
2458	57828	177342
2459	57853	177323
2460	57878	177304
2461	57903	177285
2462	57932	177277
2463	57956	177257
2464	57981	177237
2465	58004	177211
2466	58027	177186
2467	58051	177166
2468	58076	177147
2469	58101	177126
2470	58126	177108
2471	58153	177094
2472	58178	177077
2473	58202	177054
2474	58229	177040
2475	58257	177032
2476	58283	177015
2477	58307	176994
2478	58335	176982
2479	58361	176965
2480	58387	176950
2481	58413	176936
2482	58439	176917
2483	58466	176905
2484	58491	176888
2485	58521	176883
2486	58546	176864
2487	58573	176851
2488	58598	176831
2489	58621	176806
2490	58649	176795
2491	58675	176780
2492	58702	176766
2493	58728	176751
2494	58755	176736
2495	58781	176721
2496	58805	176699
2497	58829	176675
2498	58852	176650
2499	58876	176629
2500	58900	176607
2501	58923	176582
2502	58947	176560
2503	58970	176533
2504	58993	176510
2505	59022	176503
2506	59049	176489
2507	59076	176475
2508	59098	176448
2509	59122	176426
2510	59148	176408
2511	59173	176390
2512	59196	176364
2513	59219	176340
2514	59243	176317
2515	59266	176291
2516	59288	176264
2517	59313	176244
2518	59338	176226
2519	59362	176202
2520	59386	176180
2521	59411	176161
2522	59436	176141
2523	59459	176117
2524	59484	176096
2525	59509	176077
2526	59534	176059
2527	59558	176036
2528	59584	176020
2529	59607	175994
2530	59631	175972
2531	59653	175946
2532	59678	175924
2533	59702	175902
2534	59726	175880
2535	59749	175856
2536	59773	175833
2537	59796	175809
2538	59819	175783
2539	59842	175757
2540	59865	175732
2541	59892	175718
2542	59915	175694
2543	59939	175671
2544	59962	175645
2545	59985	175621
2546	60008	175594
2547	60031	175571
2548	60057	175553
2549	60080	175529
2550	60105	175510
2551	60128	175483
2552	60151	175460
2553	60175	175438
2554	60198	175412
2555	60221	175387
2556	60245	175363
2557	60270	175346
2558	60293	175318
2559	60316	175294
2560	60339	175268
2561	60361	175241
2562	60384	175216
2563	60406	175188
2564	60426	175153
2565	60450	175130
2566	60472	175103
2567	60494	175076
2568	60518	175052
2569	60542	175031
2570	60567	175010
2571	60591	174990
2572	60615	174966
2573	60639	174946
2574	60662	174921
2575	60685	174894
2576	60708	174868
2577	60732	174847
2578	60756	174825
2579	60780	174803
2580	60804	174780
2581	60828	174759
2582	60851	174734
2583	60874	174707
2584	60897	174682
2585	60921	174660
2586	60946	174639
2587	60968	174613
2588	60992	174589
2589	61016	174568
2590	61041	174548
2591	61063	174521
2592	61086	174496
2593	61112	174477
2594	61134	174450
2595	61157	174426
2596	61181	174402
2597	61207	174385
2598	61230	174362
2599	61254	174339
2600	61278	174318
2601	61301	174292
2602	61324	174266
2603	61347	174242
2604	61371	174219
2605	61396	174198
2606	61420	174176
2607	61444	174154
2608	61467	174130
2609	61489	174102
2610	61511	174074
2611	61535	174050
2612	61559	174031
2613	61585	174012
2614	61608	173988
2615	61632	173966
2616	61656	173942
2617	61679	173918
2618	61702	173893
2619	61725	173867
2620	61749	173846
2621	61772	173821
2622	61795	173796
2623	61818	173769
2624	61841	173745
2625	61866	173725
2626	61889	173699
2627	61913	173679
2628	61936	173654
2629	61962	173637
2630	61985	173612
2631	62010	173591
2632	62034	173569
2633	62057	173544
2634	62082	173525
2635	62108	173508
2636	62132	173486
2637	62157	173466
2638	62181	173444
2639	62206	173424
2640	62230	173403
2641	62259	173392
2642	62283	173370
2643	62309	173354
2644	62334	173335
2645	62359	173316
2646	62387	173304
2647	62413	173285
2648	62437	173264
2649	62461	173242
2650	62487	173225
2651	62512	173204
2652	62538	173188
2653	62563	173169
2654	62589	173151
2655	62614	173133
2656	62637	173108
2657	62661	173086
2658	62687	173067
2659	62712	173047
2660	62735	173023
2661	62760	173003
2662	62785	172984
2663	62809	172961
2664	62833	172939
2665	62858	172919
2666	62881	172894
2667	62904	172870
2668	62930	172851
2669	62953	172828
2670	62976	172803
2671	63001	172782
2672	63024	172756
2673	63047	172730
2674	63069	172704
2675	63096	172689
2676	63120	172667
2677	63144	172645
2678	63167	172621
2679	63191	172598
2680	63215	172575
2681	63239	172553
2682	63264	172533
2683	63289	172513
2684	63314	172492
2685	63336	172466
2686	63359	172439
2687	63381	172412
2688	63405	172389
2689	63429	172366
2690	63451	172339
2691	63474	172314
2692	63495	172284
2693	63519	172262
2694	63543	172239
2695	63568	172219
2696	63592	172196
2697	63616	172174
2698	63640	172153
2699	63664	172128
2700	63688	172107
2701	63713	172088
2702	63736	172063
2703	63761	172042
2704	63784	172017
2705	63807	171992
2706	63832	171972
2707	63855	171948
2708	63881	171930
2709	63906	171910
2710	63930	171887
2711	63954	171864
2712	63978	171843
2713	64001	171818
2714	64021	171785
2715	64047	171768
2716	64073	171752
2717	64096	171724
2718	64118	171698
2719	64142	171674
2720	64165	171650
2721	64190	171630
2722	64213	171606
2723	64238	171585
2724	64262	171562
2725	64287	171542
2726	64309	171516
2727	64332	171491
2728	64356	171467
2729	64379	171443
2730	64404	171422
2731	64428	171400
2732	64452	171379
2733	64476	171354
2734	64498	171328
2735	64521	171303
2736	64547	171286
2737	64573	171269
2738	64597	171245
2739	64623	171229
2740	64649	171210
2741	64673	171190
2742	64698	171169
2743	64722	171145
2744	64745	171122
2745	64767	171093
2746	64790	171067
2747	64815	171048
2748	64839	171025
2749	64862	171002
2750	64886	170978
2751	64911	170958
2752	64934	170933
2753	64958	170911
2754	64982	170887
2755	65006	170867
2756	65032	170848
2757	65056	170827
2758	65079	170801
2759	65103	170777
2760	65125	170751
2761	65149	170728
2762	65173	170705
2763	65196	170680
2764	65220	170657
2765	65244	170636
2766	65268	170613
2767	65292	170591
2768	65318	170573
2769	65342	170552
2770	65369	170535
2771	65394	170515
2772	65418	170493
2773	65442	170471
2774	65467	170450
2775	65491	170429
2776	65515	170405
2777	65539	170384
2778	65569	170375
2779	65594	170356
2780	65618	170334
2781	65643	170313
2782	65669	170297
2783	65693	170274
2784	65717	170252
2785	65741	170229
2786	65767	170211
2787	65792	170192
2788	65818	170174
2789	65842	170150
2790	65867	170131
2791	65893	170114
2792	65919	170097
2793	65946	170081
2794	65969	170058
2795	65997	170046
2796	66026	170035
2797	66052	170018
2798	66076	169996
2799	66102	169978
2800	66128	169960
2801	66152	169938
2802	66177	169917
2803	66201	169894
2804	66224	169870
2805	66248	169847
2806	66272	169825
2807	66296	169801
2808	66320	169778
2809	66344	169757
2810	66373	169747
2811	66398	169727
2812	66423	169707
2813	66447	169684
2814	66473	169666
2815	66496	169642
2816	66521	169621
2817	66545	169597
2818	66570	169579
2819	66593	169554
2820	66616	169529
2821	66640	169505
2822	66665	169484
2823	66688	169460
2824	66711	169435
2825	66734	169411
2826	66758	169386
2827	66782	169365
2828	66805	169339
2829	66830	169318
2830	66854	169296
2831	66881	169281
2832	66905	169258
2833	66930	169238
2834	66954	169215
2835	66977	169190
2836	66999	169164
2837	67025	169146
2838	67048	169120
2839	67071	169095
2840	67094	169070
2841	67118	169048
2842	67142	169024
2843	67164	168998
2844	67187	168973
2845	67209	168945
2846	67233	168922
2847	67258	168900
2848	67282	168878
2849	67304	168851
2850	67329	168832
2851	67355	168812
2852	67378	168788
2853	67402	168765
2854	67424	168739
2855	67449	168717
2856	67472	168693
2857	67496	168670
2858	67521	168650
2859	67548	168634
2860	67574	168617
2861	67599	168596
2862	67623	168574
2863	67648	168555
2864	67672	168532
2865	67695	168507
2866	67719	168484
2867	67742	168459
2868	67767	168439
2869	67791	168416
2870	67815	168392
2871	67839	168371
2872	67865	168351
2873	67887	168325
2874	67912	168303
2875	67936	168282
2876	67961	168263
2877	67986	168241
2878	68013	168226
2879	68038	168207
2880	68064	168189
2881	68091	168172
2882	68114	168147
2883	68138	168124
2884	68163	168105
2885	68189	168088
2886	68216	168073
2887	68242	168053
2888	68264	168027
2889	68290	168008
2890	68312	167980
2891	68334	167952
2892	68358	167929
2893	68381	167904
2894	68404	167880
2895	68427	167855
2896	68451	167832
2897	68475	167811
2898	68501	167792
2899	68525	167769
2900	68550	167748
2901	68574	167725
2902	68598	167704
2903	68624	167685
2904	68647	167660
2905	68670	167634
2906	68694	167612
2907	68716	167585
2908	68739	167560
2909	68763	167537
2910	68787	167514
2911	68810	167488
2912	68832	167461
2913	68856	167439
2914	68880	167415
2915	68902	167389
2916	68928	167370
2917	68951	167344
2918	68974	167320
2919	68998	167296
2920	69021	167272
2921	69046	167251
2922	69068	167225
2923	69093	167203
2924	69115	167177
2925	69139	167153
2926	69162	167128
2927	69185	167104
2928	69211	167085
2929	69238	167069
2930	69261	167044
2931	69283	167017
2932	69306	166992
2933	69329	166967
2934	69352	166941
2935	69376	166919
2936	69399	166894
2937	69423	166870
2938	69446	166846
2939	69471	166827
2940	69495	166803
2941	69518	166778
2942	69541	166752
2943	69565	166730
2944	69589	166707
2945	69613	166684
2946	69635	166658
2947	69658	166631
2948	69681	166606
2949	69705	166583
2950	69729	166560
2951	69752	166536
2952	69775	166512
2953	69801	166492
2954	69825	166469
2955	69850	166449
2956	69875	166428
2957	69899	166406
2958	69922	166382
2959	69945	166357
2960	69969	166333
2961	69996	166317
2962	70020	166296
2963	70044	166272
2964	70066	166245
2965	70090	166221
2966	70112	166194
2967	70136	166172
2968	70161	166151
2969	70185	166130
2970	70210	166108
2971	70232	166081
2972	70256	166057
2973	70280	166036
2974	70303	166010
2975	70325	165983
2976	70348	165958
2977	70374	165940
2978	70399	165919
2979	70422	165895
2980	70447	165874
2981	70471	165852
2982	70495	165829
2983	70519	165805
2984	70543	165782
2985	70569	165764
2986	70593	165741
2987	70616	165717
2988	70640	165694
2989	70663	165669
2990	70685	165642
2991	70709	165619
2992	70731	165591
2993	70755	165569
2994	70779	165545
2995	70803	165522
2996	70826	165497
2997	70848	165471
2998	70871	165444
2999	70893	165419
3000	70916	165393
3001	70941	165372
3002	70964	165348
3003	70987	165323
3004	71009	165295
3005	71033	165271
3006	71056	165246
3007	71079	165222
3008	71102	165197
3009	71126	165173
3010	71149	165149
3011	71174	165127
3012	71198	165104
3013	71220	165078
3014	71244	165055
3015	71268	165033
3016	71293	165012
3017	71317	164989
3018	71340	164964
3019	71364	164940
3020	71387	164916
3021	71410	164891
3022	71436	164872
3023	71459	164849
3024	71483	164825
3025	71506	164801
3026	71531	164780
3027	71555	164757
3028	71580	164735
3029	71603	164711
3030	71626	164686
3031	71649	164661
3032	71672	164636
3033	71699	164620
3034	71723	164598
3035	71746	164572
3036	71770	164550
3037	71793	164525
3038	71816	164499
3039	71839	164473
3040	71863	164450
3041	71887	164429
3042	71911	164407
3043	71936	164385
3044	71959	164359
3045	71984	164339
3046	72007	164315
3047	72031	164292
3048	72055	164269
3049	72080	164249
3050	72105	164228
3051	72128	164203
3052	72150	164176
3053	72175	164155
3054	72199	164131
3055	72222	164107
3056	72245	164083
3057	72271	164063
3058	72294	164038
3059	72316	164013
3060	72340	163988
3061	72363	163964
3062	72386	163940
3063	72410	163916
3064	72435	163895
3065	72460	163876
3066	72486	163856
3067	72508	163829
3068	72531	163805
3069	72555	163781
3070	72579	163758
3071	72602	163734
3072	72626	163711
3073	72650	163688
3074	72674	163664
3075	72699	163643
3076	72721	163617
3077	72744	163592
3078	72767	163567
3079	72790	163543
3080	72813	163517
3081	72837	163494
3082	72864	163477
3083	72889	163458
3084	72916	163440
3085	72941	163422
3086	72966	163399
3087	72990	163377
3088	73015	163356
3089	73038	163332
3090	73061	163307
3091	73085	163283
3092	73109	163260
3093	73134	163239
3094	73158	163218
3095	73182	163194
3096	73205	163169
3097	73228	163145
3098	73253	163124
3099	73278	163103
3100	73302	163079
3101	73325	163055
3102	73350	163034
3103	73374	163011
3104	73396	162985
3105	73420	162962
3106	73444	162938
3107	73467	162915
3108	73490	162888
3109	73512	162861
3110	73535	162836
3111	73559	162813
3112	73581	162787
3113	73605	162764
3114	73630	162744
3115	73654	162721
3116	73678	162696
3117	73701	162673
3118	73724	162647
3119	73747	162623
3120	73772	162601
3121	73800	162588
3122	73828	162574
3123	73851	162549
3124	73877	162529
3125	73902	162510
3126	73927	162489
3127	73952	162469
3128	73977	162447
3129	74003	162428
3130	74027	162405
3131	74052	162386
3132	74078	162367
3133	74102	162344
3134	74128	162325
3135	74156	162311
3136	74182	162293
3137	74207	162273
3138	74233	162254
3139	74259	162235
3140	74287	162221
3141	74311	162197
3142	74336	162177
3143	74365	162165
3144	74391	162147
3145	74417	162128
3146	74442	162108
3147	74467	162087
3148	74491	162064
3149	74515	162040
3150	74539	162018
3151	74563	161995
3152	74586	161971
3153	74609	161946
3154	74632	161921
3155	74656	161898
3156	74679	161873
3157	74703	161850
3158	74728	161829
3159	74752	161805
3160	74775	161780
3161	74797	161753
3162	74818	161725
3163	74842	161702
3164	74865	161675
3165	74887	161649
3166	74911	161626
3167	74935	161603
3168	74958	161579
3169	74981	161552
3170	75004	161528
3171	75027	161502
3172	75050	161477
3173	75074	161455
3174	75100	161435
3175	75124	161413
3176	75148	161389
3177	75171	161366
3178	75195	161342
3179	75218	161317
3180	75241	161291
3181	75263	161266
3182	75287	161242
3183	75311	161220
3184	75335	161197
3185	75359	161173
3186	75383	161150
3187	75407	161127
3188	75430	161103
3189	75454	161079
3190	75480	161060
3191	75502	161034
3192	75526	161011
3193	75550	160988
3194	75573	160962
3195	75596	160938
3196	75620	160915
3197	75643	160890
3198	75667	160867
3199	75691	160844
3200	75715	160821
3201	75740	160800
3202	75764	160777
3203	75786	160751
3204	75810	160728
3205	75835	160706
3206	75861	160688
3207	75885	160665
3208	75909	160642
3209	75932	160616
3210	75956	160594
3211	75979	160569
3212	76001	160542
3213	76025	160518
3214	76048	160494
3215	76071	160469
3216	76096	160448
3217	76120	160426
3218	76144	160403
3219	76169	160381
3220	76193	160359
3221	76217	160335
