iter	Logloss
199	0.4251414092
200	0.4248818197
201	0.424581128
202	0.4243277568
203	0.4240409568
204	0.4238124291
205	0.4235711098
206	0.423316297
207	0.4230597843
208	0.422888065
209	0.4227193546
210	0.4224269467
211	0.4222482523
212	0.421968845
213	0.4216616128
214	0.4213862782
215	0.4211622253
216	0.4208313183
217	0.4206047408
218	0.420333689
219	0.420105913
220	0.4199139018
221	0.4195609951
222	0.4192561902
223	0.4190150116
224	0.4187473468
225	0.4184901226
226	0.4182489885
227	0.4179055367
228	0.4177124916
229	0.4173719291
230	0.417053827
231	0.4167392977
232	0.4165424509
233	0.4163766406
234	0.4162221705
235	0.4159417727
236	0.4157354764
237	0.415482232
238	0.4151825089
239	0.4149513158
240	0.4147240689
241	0.4144794986
242	0.4141673295
243	0.4137626323
244	0.4135092152
245	0.4133181531
246	0.4132227592
247	0.4129441315
248	0.4126985296
249	0.4124487228
250	0.4122018172
251	0.411964355
252	0.4118603439
253	0.4116119528
254	0.4113837073
255	0.4110994758
256	0.4109025571
257	0.4108269645
258	0.410522125
259	0.4102788459
260	0.4100084792
261	0.4096818033
262	0.4094579789
263	0.4092392925
264	0.4090285303
265	0.4087754702
266	0.4085258833
267	0.4082512312
268	0.4079972534
269	0.4077517604
270	0.4074642359
271	0.407214246
272	0.406922516
273	0.4066887121
274	0.4064283135
275	0.4062103808
276	0.4058677424
277	0.4055726696
278	0.4052662627
279	0.4050278432
280	0.4048116388
281	0.4045487123
282	0.4043563138
283	0.4040776458
284	0.4038522728
285	0.40370287
286	0.403583342
287	0.4033636993
288	0.4032628602
289	0.4030006621
290	0.4028792751
291	0.4026461339
292	0.4024668414
293	0.4022458586
294	0.40202963
295	0.4019634389
296	0.4017535842
297	0.4015724623
298	0.4013699984
299	0.4010835291
300	0.4009328791
301	0.4007891625
302	0.400631571
303	0.400472638
304	0.4002624841
305	0.4001347386
306	0.3998451541
307	0.399715973
308	0.3995491659
309	0.39936033
310	0.3990489513
311	0.3988704514
312	0.3986683494
313	0.3983821764
314	0.3981882076
315	0.397990998
316	0.397792957
317	0.397524498
318	0.3973043347
319	0.3971143436
320	0.396919695
321	0.3966815165
322	0.3964092735
323	0.3961635402
324	0.3958977904
325	0.3956857399
326	0.3954731942
327	0.395238208
328	0.3950444145
329	0.3948035931
330	0.3945332244
331	0.3942656173
332	0.3939829139
333	0.3937363134
334	0.3935604045
335	0.3934385656
336	0.3932329825
337	0.3929520535
338	0.3927870344
339	0.3925768178
340	0.392320876
341	0.3920649987
342	0.3918103877
343	0.3916036025
344	0.3912832489
345	0.3910580005
346	0.3908325606
347	0.3905975102
348	0.3904403183
349	0.3902023153
350	0.390003101
351	0.3898097527
352	0.3896569143
353	0.3894518979
354	0.3891297577
355	0.3888951988
356	0.3887498597
357	0.3884669959
358	0.388203587
359	0.3879494913
360	0.3876576676
361	0.387397451
362	0.3872377557
363	0.3869937548
364	0.3867028568
365	0.3864844144
366	0.3862872305
367	0.386086423
368	0.3858471562
369	0.3855747637
370	0.3853113831
371	0.385107994
372	0.3849588494
373	0.3847148041
374	0.3844183073
375	0.3842882633
376	0.3840305599
377	0.3839161466
378	0.3837081794
379	0.3835235374
380	0.3832856945
381	0.383166364
382	0.3829720773
383	0.3827933108
384	0.3825467845
385	0.3823485188
386	0.3821003468
387	0.3818588071
388	0.3817258581
389	0.381429343
390	0.3811751136
391	0.3809785065
392	0.3808442788
393	0.3806382183
394	0.3804327097
395	0.380215275
396	0.3800209088
397	0.3797653163
398	0.3794681784
399	0.3793092287
400	0.3791404389
401	0.3789943785
402	0.3788073927
403	0.3786761845
404	0.3784518179
405	0.3783270924
406	0.3781916739
407	0.3780365494
408	0.3778989893
409	0.3777571944
410	0.3775946627
411	0.3774132878
412	0.3771563155
413	0.3768875112
414	0.3766807207
415	0.3765360104
416	0.3763159298
417	0.3760968362
418	0.3758921389
419	0.3757242307
420	0.3755412027
421	0.3753583906
422	0.3752481487
423	0.3750742958
424	0.3748327227
425	0.3746208819
426	0.3743974991
427	0.3741976856
428	0.373957089
429	0.3737652248
430	0.3735678819
431	0.373366208
432	0.3732121094
433	0.3730794932
434	0.3729550705
435	0.3728187677
436	0.3725486182
437	0.3723740381
438	0.3721391239
439	0.3719203436
440	0.3717841284
441	0.3715781
442	0.3713898371
443	0.3712027333
444	0.370988622
445	0.3708125151
446	0.370670978
447	0.3704926769
448	0.3703561891
449	0.3701480542
450	0.3700412906
451	0.3699269412
452	0.3697427766
453	0.3694349751
454	0.3691530274
455	0.3689256333
456	0.3687340728
457	0.3684911343
458	0.3683246616
459	0.3681399317
460	0.36793895
461	0.3676960054
462	0.3674923559
463	0.3673209509
464	0.3671023119
465	0.3669635896
466	0.3668095558
467	0.3666385666
468	0.3664707959
469	0.3663264217
470	0.36616198
471	0.3659407773
472	0.3657983932
473	0.3656000251
474	0.3654218997
475	0.36529037
476	0.3651153289
477	0.3649747478
478	0.3648304912
479	0.364623524
480	0.3644423642
481	0.3642787156
482	0.3640776849
483	0.3638913989
484	0.3636667777
485	0.3634361338
486	0.3633299325
487	0.3631117098
488	0.3628480228
489	0.3626921204
490	0.3625198819
491	0.3622929757
492	0.3619864494
493	0.3617570807
494	0.3615907251
495	0.3613783981
496	0.3611589905
497	0.3609559028
498	0.3608314234
499	0.3606218858
500	0.3604004306
501	0.3602083635
502	0.3600726
503	0.3598633565
504	0.3597234471
505	0.3595446961
506	0.3593171196
507	0.3591214732
508	0.3589333923
509	0.3587265566
510	0.3585793921
511	0.3584337417
512	0.3582326172
513	0.3580142199
514	0.3579025068
515	0.3577660227
516	0.3576771886
517	0.3574553531
518	0.3572504062
519	0.3571716371
520	0.3569109613
521	0.3567029595
522	0.3565032633
523	0.3563373969
524	0.3561550864
525	0.3559862718
526	0.3558736016
527	0.3556815413
528	0.3555103499
529	0.3552815675
530	0.3550763008
531	0.3549415656
532	0.3548108802
533	0.354637984
534	0.3543683698
535	0.354236265
536	0.3540397717
537	0.3538305147
538	0.3536484492
539	0.3534487779
540	0.3532056881
541	0.3530060044
542	0.352810624
543	0.3526826714
544	0.3524127917
545	0.3522772205
546	0.3521577776
547	0.3519431767
548	0.3517416771
549	0.3516304714
550	0.3513967859
551	0.351253749
552	0.3510412969
553	0.3508070268
554	0.3506953833
555	0.350550962
556	0.3503140626
557	0.3501279171
558	0.3498347687
559	0.3496192994
560	0.3494076381
561	0.3492383857
562	0.3491133827
563	0.3489190716
564	0.3487447595
565	0.348558189
566	0.3483820668
567	0.3482644944
568	0.3480394618
569	0.3478115604
570	0.34771239
571	0.3475351364
572	0.3474038627
573	0.347308482
574	0.3471882227
575	0.3469093922
576	0.346762287
577	0.3466276858
578	0.3464173612
579	0.3462073007
580	0.3460145434
581	0.3458482081
582	0.345739982
583	0.345501099
584	0.3453245369
585	0.3452495974
586	0.3451203096
587	0.3449464648
588	0.3447582904
589	0.3445519713
590	0.3443451698
591	0.3441747241
592	0.3440524572
593	0.3439318368
594	0.34376436
595	0.3435659479
596	0.3434197986
597	0.3433168246
598	0.3431654106
599	0.3429351733
600	0.3427660777
601	0.3426337868
602	0.3425043132
603	0.3423868557
604	0.3423252953
605	0.3421416224
606	0.3419109243
607	0.341702243
608	0.3415362854
609	0.3413764952
610	0.3412737902
611	0.3410732077
612	0.3408470641
613	0.3406262792
614	0.3404183727
615	0.3402031864
616	0.3400553962
617	0.3399060603
618	0.3397248713
619	0.3396136686
620	0.3394206014
621	0.3392890243
622	0.3391040415
623	0.3388846562
624	0.3387746873
625	0.3386358122
626	0.3384708228
627	0.3383002718
628	0.3381107064
629	0.337969399
630	0.3378513468
631	0.3376733811
632	0.33749622
633	0.3373080352
634	0.3371165237
635	0.3369747361
636	0.3368169711
637	0.336656124
638	0.3364377847
639	0.3362996627
640	0.3360853863
641	0.3359467234
642	0.3358052976
643	0.3356814695
644	0.3355428009
645	0.3353895351
646	0.3352213277
647	0.3350057164
648	0.3348514138
649	0.3346668959
650	0.3345177841
651	0.3343243761
652	0.334153806
653	0.3339943109
654	0.3338125238
655	0.3336178242
656	0.3334588607
657	0.3332953071
658	0.3331698601
659	0.3330462383
660	0.3329083938
661	0.3327640754
662	0.332616101
663	0.3324664017
664	0.3322886576
665	0.3321324101
666	0.3319326572
667	0.3317870639
668	0.3315711033
669	0.3313855299
670	0.3311973578
671	0.3310139447
672	0.3308774864
673	0.330719653
674	0.3305678335
675	0.3303370462
676	0.3301910657
677	0.3299545149
678	0.3298061709
679	0.3296729624
680	0.3295130475
681	0.32936668
682	0.3291788547
683	0.329082514
684	0.3288931881
685	0.328731526
686	0.3286157831
687	0.3284919076
688	0.3283044129
689	0.3281768294
690	0.3280075287
691	0.3279586307
692	0.327755494
693	0.3275573241
694	0.3273869715
695	0.3272585028
696	0.3271063998
697	0.3269398595
698	0.3267781337
699	0.3266096085
700	0.3263978196
701	0.3261913895
702	0.3260331886
703	0.3259152128
704	0.3257078131
705	0.3255341472
706	0.3253611316
707	0.3251979129
708	0.3250456237
709	0.3248621222
710	0.3247145709
711	0.3245313433
712	0.3243120083
713	0.3241534608
714	0.3239813519
715	0.323820101
716	0.3236755261
717	0.3234837266
718	0.3233703652
719	0.3232121117
720	0.3230018512
721	0.3227985242
722	0.3226400934
723	0.3224704628
724	0.3223083533
725	0.3221197052
726	0.3219682337
727	0.3218023082
728	0.321649694
729	0.3215448196
730	0.3213636544
731	0.3211969831
732	0.3210124811
733	0.3208369401
734	0.3206497034
735	0.3205985977
736	0.3204557912
737	0.3203269011
738	0.3202091988
739	0.320095685
740	0.3199499557
741	0.3197444745
742	0.3195567048
743	0.3193672627
744	0.3192123743
745	0.319033825
746	0.3189140107
747	0.3188037282
748	0.3186322001
749	0.3184629155
750	0.3183129997
751	0.3181736209
752	0.3180410941
753	0.3179433582
754	0.3178129071
755	0.3176649622
756	0.3174783383
757	0.3172454387
758	0.3170801274
759	0.3169742729
760	0.316799237
761	0.3166355891
762	0.3164773686
763	0.3163010393
764	0.3161581769
765	0.3161501756
766	0.315957252
767	0.31579271
768	0.3155874328
769	0.3153842309
770	0.3151637736
771	0.3150384211
772	0.3149569551
773	0.3148226496
774	0.3146596449
775	0.3144645047
776	0.3143617639
777	0.3142154553
778	0.314017062
779	0.3138862339
780	0.3137830661
781	0.3136266723
782	0.3134964492
783	0.3133632125
784	0.3131724372
785	0.3130284555
786	0.312889742
787	0.3126972823
788	0.3125513368
789	0.3124586734
790	0.3123704835
791	0.3121937221
792	0.3121336642
793	0.311969104
794	0.3119140451
795	0.3117615378
796	0.3115856111
797	0.3114663054
798	0.3113205435
799	0.3111817739
800	0.3110232716
801	0.3108904116
802	0.3106760031
803	0.3105697964
804	0.3103961987
805	0.3102856748
806	0.3101322691
807	0.309883067
808	0.3097282556
809	0.3095888524
810	0.3094801146
811	0.3093778508
812	0.3092610294
813	0.3090823987
814	0.3088862875
815	0.3087819727
816	0.3087309478
817	0.3085683719
818	0.3083959473
819	0.3082829328
820	0.3081104025
821	0.3079726455
822	0.3077695047
823	0.3076451992
824	0.3075099749
825	0.3074140001
826	0.3073069293
827	0.3071744052
828	0.3069865566
829	0.3068441667
830	0.3066795788
831	0.3065901247
832	0.3064849489
833	0.3064038953
834	0.3062989625
835	0.3061671032
836	0.3059705318
837	0.305818826
838	0.3056725126
839	0.3055856169
840	0.3054605968
841	0.3053149392
842	0.3052207452
843	0.3050882305
844	0.3049220318
845	0.304727462
846	0.3045550111
847	0.3044487268
848	0.3042632814
849	0.3042230772
850	0.304072835
851	0.303950172
852	0.3038144704
853	0.3036445371
854	0.3034994069
855	0.303362374
856	0.3032756821
857	0.3031131067
858	0.3029885119
859	0.3028551001
860	0.3027383704
861	0.3026161722
862	0.3024660408
863	0.3022893172
864	0.3021587351
865	0.3020516056
866	0.3019247323
867	0.301744591
868	0.301631826
869	0.3015033554
870	0.3013632559
871	0.3012207565
872	0.3010430163
873	0.3009413837
874	0.3007706807
875	0.3006646691
876	0.3005094256
877	0.300365252
878	0.3002486105
879	0.3000822538
880	0.2999066058
881	0.2997447279
882	0.2995725302
883	0.2994290688
884	0.2992438585
885	0.2990586158
886	0.2988736808
887	0.2987189038
888	0.2985945713
889	0.2984620453
890	0.2983636717
891	0.2982484187
892	0.2981585798
893	0.2980520125
894	0.2979098411
895	0.2977814112
896	0.2976347948
897	0.2975149856
898	0.297350358
899	0.2972243445
900	0.2970746431
901	0.2969159568
902	0.2967989328
903	0.2967027567
904	0.2965721611
905	0.2964427734
906	0.2963186218
907	0.2962178673
908	0.2961339606
909	0.2960096454
910	0.2957934666
911	0.2955746301
912	0.2954499367
913	0.2953012417
914	0.2951902404
915	0.2950702648
916	0.2949047747
917	0.2947864278
918	0.2946313325
919	0.2944632324
920	0.2943719722
921	0.2941816299
922	0.2940315008
923	0.2939143604
924	0.2937473799
925	0.2936218986
926	0.2934851329
927	0.2933453441
928	0.2932702268
929	0.2931326479
930	0.2929982913
931	0.2928390279
932	0.2926670651
933	0.2925153286
934	0.2923706793
935	0.2922349959
936	0.2920804867
937	0.2919123561
938	0.2917515159
939	0.2915817539
940	0.291436253
941	0.2913172967
942	0.2911665317
943	0.2910103792
944	0.2908589407
945	0.2907431285
946	0.2905721238
947	0.2904560654
948	0.2902803782
949	0.2901658768
950	0.2900293878
951	0.2899866935
952	0.2898420022
953	0.2896763255
954	0.2895185096
955	0.2893522153
956	0.2892327314
957	0.2891228118
958	0.2889810803
959	0.2888167702
960	0.2886644162
961	0.28851447
962	0.2883863825
963	0.2882098285
964	0.2880999208
965	0.2879285619
966	0.2877851246
967	0.287746083
968	0.2876583852
969	0.2875470572
970	0.2874327169
971	0.2873281885
972	0.2873076601
973	0.2872337445
974	0.2871014507
975	0.2869253586
976	0.286807767
977	0.2866920372
978	0.2865749728
979	0.2864650968
980	0.286316119
981	0.2861854955
982	0.2860114602
983	0.285874918
984	0.2857399336
985	0.2855497803
986	0.2853431362
987	0.2852245623
988	0.2851040482
989	0.2849427547
990	0.2847827897
991	0.2846377993
992	0.2845087205
993	0.2843899818
994	0.2842874887
995	0.2841912732
996	0.2839906692
997	0.2838612365
998	0.2837784299
999	0.2836213056
1000	0.2835282954
1001	0.2834072188
1002	0.2832629212
1003	0.2830887625
1004	0.2829815861
1005	0.2828876671
1006	0.2827271457
1007	0.2826158086
1008	0.2824291377
1009	0.2823553738
1010	0.2822991275
1011	0.2821679667
1012	0.2820240454
1013	0.2818617278
1014	0.2816976452
1015	0.2815993125
1016	0.2815019249
1017	0.2813219336
1018	0.281198137
1019	0.2810368276
1020	0.2808941985
1021	0.2807700476
1022	0.2806606504
1023	0.2805557766
1024	0.2803673687
1025	0.2802161145
1026	0.2800626048
1027	0.279972491
1028	0.27986625
1029	0.2796831746
1030	0.2796104149
1031	0.2794631166
1032	0.2793100853
1033	0.2792004634
1034	0.2790273683
1035	0.2789590864
1036	0.2788458124
1037	0.2787426182
1038	0.278610226
1039	0.2785254092
1040	0.2784258613
1041	0.2782449168
1042	0.2780662416
1043	0.2779499072
1044	0.2778328621
1045	0.2776587799
1046	0.2775300069
1047	0.2773769299
1048	0.2772667873
1049	0.2771442622
1050	0.2769857942
1051	0.2768755542
1052	0.276719371
1053	0.2766045346
1054	0.2764849175
1055	0.2763517779
1056	0.2762339464
1057	0.2760853045
1058	0.2759867042
1059	0.2758467209
1060	0.2757504211
1061	0.2755999525
1062	0.275487771
1063	0.2753909038
1064	0.2752567414
1065	0.2751606601
1066	0.2749952492
1067	0.2748021078
1068	0.2746614842
1069	0.2745554749
1070	0.2744687573
1071	0.2743642593
1072	0.2741693883
1073	0.2740991625
1074	0.2739866209
1075	0.2738495382
1076	0.273674446
1077	0.2735074507
1078	0.2733897853
1079	0.2732922289
1080	0.2731051997
1081	0.2729855395
1082	0.2728525414
1083	0.2727463427
1084	0.2726033937
1085	0.2724559169
1086	0.2723312922
1087	0.2722208688
1088	0.2720566928
1089	0.2718991056
1090	0.2717826703
1091	0.2716987665
1092	0.2715503615
1093	0.2714576248
1094	0.2713731983
1095	0.2712726838
1096	0.2711563111
1097	0.2710433303
1098	0.2709102074
1099	0.2707540646
1100	0.2706273885
1101	0.2704812873
1102	0.27038366
1103	0.2703417184
1104	0.2702319034
1105	0.2701180119
1106	0.270016836
1107	0.2698649933
1108	0.2697566234
1109	0.2696564493
1110	0.2695236497
1111	0.2693937389
1112	0.2692405134
1113	0.2690791969
1114	0.2689280505
1115	0.2688644146
1116	0.2687819199
1117	0.2686250052
1118	0.2684768149
1119	0.2683423424
1120	0.2682023738
1121	0.2680984865
1122	0.2680081894
1123	0.2679185593
1124	0.2677958411
1125	0.2676841082
1126	0.2675907828
1127	0.2674527941
1128	0.267351083
1129	0.2672232315
1130	0.2671380691
1131	0.2670775972
1132	0.2669759828
1133	0.2669457112
1134	0.2667684159
1135	0.2666533088
1136	0.2665218634
1137	0.2664293752
1138	0.2663161489
1139	0.2661712449
1140	0.2660583848
1141	0.2659546029
1142	0.2658515745
1143	0.2656940096
1144	0.2655211037
1145	0.2654093112
1146	0.2652622078
1147	0.2651401477
1148	0.2650133151
1149	0.2648665115
1150	0.2647633948
1151	0.2646045318
1152	0.2644821167
1153	0.2643129535
1154	0.264184743
1155	0.2640724613
1156	0.2639005606
1157	0.2638005555
1158	0.2637050045
1159	0.2635687847
1160	0.2634340974
1161	0.2633838079
1162	0.2632405591
1163	0.2631175176
1164	0.2629889589
1165	0.2628481498
1166	0.2627285703
1167	0.2626492459
1168	0.2625595036
1169	0.262485935
1170	0.262350014
1171	0.2622483553
1172	0.2620995917
1173	0.2619258108
1174	0.261812131
1175	0.261692779
1176	0.261561693
1177	0.2614254971
1178	0.2612928121
1179	0.2611944979
1180	0.2610593641
1181	0.2608770955
1182	0.2607293533
1183	0.2606610463
1184	0.2605350765
1185	0.2604430477
1186	0.260292647
1187	0.2601660041
1188	0.2600604512
1189	0.2599545158
1190	0.259854761
1191	0.2597639158
1192	0.2596734891
1193	0.2595366068
1194	0.2594164376
1195	0.2593069667
1196	0.2592025213
1197	0.2591340246
1198	0.2590117428
1199	0.258844885
1200	0.2587189436
1201	0.2585990605
1202	0.2584401161
1203	0.2583411237
1204	0.2582720577
1205	0.25810562
1206	0.2579987283
1207	0.257896231
1208	0.2577925199
1209	0.2576962512
1210	0.2575867681
1211	0.257471309
1212	0.2573643936
1213	0.2572342187
1214	0.2571028977
1215	0.2569472232
1216	0.256817799
1217	0.2566680497
1218	0.2566096712
1219	0.2564722231
1220	0.2564207538
1221	0.2563090528
1222	0.256211906
1223	0.2561062001
1224	0.2560014333
1225	0.2558524214
1226	0.255755158
1227	0.2556279775
1228	0.2555453065
1229	0.2554048448
1230	0.2552462983
1231	0.2551638166
1232	0.2549679291
1233	0.2548311135
1234	0.2547380163
1235	0.2546004824
1236	0.2544521291
1237	0.2543435291
1238	0.254193078
1239	0.2541189024
1240	0.2539211507
1241	0.2537902739
1242	0.2536430565
1243	0.2535652705
1244	0.2534587642
1245	0.2533317474
1246	0.2531925685
1247	0.2531109656
1248	0.2529715971
1249	0.2528710646
1250	0.2527608661
1251	0.2526423935
1252	0.2525846469
1253	0.2524914187
1254	0.2523755785
1255	0.2522730297
1256	0.2521371169
1257	0.25202574
1258	0.2519394256
1259	0.2518294398
1260	0.2517694004
1261	0.2516799035
1262	0.2515381431
1263	0.251437012
1264	0.2513276475
1265	0.2512279656
1266	0.2511046877
1267	0.2510269472
1268	0.2509302866
1269	0.2508654284
1270	0.250760524
1271	0.2506256676
1272	0.2505602828
1273	0.250483392
1274	0.2503099095
1275	0.2502147759
1276	0.250120627
1277	0.2499333583
1278	0.249821476
1279	0.2496857528
1280	0.2495055185
1281	0.2494046879
1282	0.2492655978
1283	0.2491877253
1284	0.2490674987
1285	0.2489164054
1286	0.248808046
1287	0.2487245628
1288	0.2486257354
1289	0.2485188548
1290	0.2484062141
1291	0.2483011395
1292	0.2481669759
1293	0.2480715942
1294	0.2479471314
1295	0.2478547866
1296	0.2477512346
1297	0.2475712597
1298	0.2474626288
1299	0.2474305544
1300	0.2473367355
1301	0.2471945257
1302	0.2470516857
1303	0.2469057635
1304	0.2468178351
1305	0.2467116671
1306	0.2465691762
1307	0.2464480947
1308	0.2463283974
1309	0.2462232518
1310	0.2460423368
1311	0.2459569459
1312	0.245855614
1313	0.2457416688
1314	0.2456172912
1315	0.2454943782
1316	0.2453502363
1317	0.245229033
1318	0.245085189
1319	0.2450152705
1320	0.2448962348
1321	0.2447624765
1322	0.2446411782
1323	0.2445206828
1324	0.2444208393
1325	0.2442939959
1326	0.2442167229
1327	0.2440965784
1328	0.243998812
1329	0.243846596
1330	0.2437662
1331	0.2436794514
1332	0.2435493863
1333	0.243442717
1334	0.2433505129
1335	0.2432233235
1336	0.2431180785
1337	0.2430108952
1338	0.2429011487
1339	0.2427865425
1340	0.2426675529
1341	0.2425526642
1342	0.2424587064
1343	0.2423669544
1344	0.2422808456
1345	0.2421790004
1346	0.2420612389
1347	0.2419585097
1348	0.2418008347
1349	0.2416688159
1350	0.2415770937
1351	0.2414508512
1352	0.241321548
1353	0.2412034756
1354	0.241039713
1355	0.2409238429
1356	0.2408096076
1357	0.2406886749
1358	0.2405769059
1359	0.2405136239
1360	0.24032222
1361	0.2402209565
1362	0.2401402436
1363	0.2400208581
1364	0.2399217408
1365	0.2397926915
1366	0.2396778526
1367	0.2395487753
1368	0.2394690253
1369	0.2393861116
1370	0.239271283
1371	0.2391424226
1372	0.2390123785
1373	0.238878909
1374	0.2387954266
1375	0.2387440406
1376	0.2386182096
1377	0.2385051809
1378	0.2384173492
1379	0.2382590169
1380	0.2381296305
1381	0.2379523274
1382	0.237860088
1383	0.2377509508
1384	0.2376064626
1385	0.2374137996
1386	0.2373258056
1387	0.2372340362
1388	0.2370623992
1389	0.2370126179
1390	0.2369557821
1391	0.2368302111
1392	0.2367559179
1393	0.236657323
1394	0.236549335
1395	0.2364452654
1396	0.2363262582
1397	0.2362341344
1398	0.2361717645
1399	0.2360553084
1400	0.2359593953
1401	0.2358532289
1402	0.2357698365
1403	0.2356345587
1404	0.2355602126
1405	0.2354254071
1406	0.235297961
1407	0.2352398455
1408	0.2351265129
1409	0.2350193243
1410	0.2349448258
1411	0.2347871863
1412	0.2346793543
1413	0.2345768473
1414	0.2344344128
1415	0.2343420517
1416	0.2342257108
1417	0.2341563209
1418	0.2340810353
1419	0.2339645469
1420	0.2338495175
1421	0.2336978416
1422	0.2336547358
1423	0.2335795283
1424	0.2334498157
1425	0.2333797823
1426	0.2332417535
1427	0.2331052263
1428	0.2330322235
1429	0.2328837916
1430	0.2327488157
1431	0.2325861007
1432	0.2325100848
1433	0.2324726475
1434	0.2323805483
1435	0.2322805118
1436	0.2321705913
1437	0.2320526466
1438	0.2319651298
1439	0.2318604804
1440	0.2317705833
1441	0.2316840602
1442	0.2316143473
1443	0.2315518394
1444	0.2314578856
1445	0.2313614876
1446	0.2313044276
1447	0.2311967546
1448	0.2310897825
1449	0.2310055392
1450	0.230907611
1451	0.2307846346
1452	0.2307024532
1453	0.2306289677
1454	0.2304904649
1455	0.2303730132
1456	0.2302470934
1457	0.2301414511
1458	0.2300258566
1459	0.229903102
1460	0.2297426306
1461	0.229645525
1462	0.2295612973
1463	0.2294785922
1464	0.2293639245
1465	0.229323726
1466	0.229238834
1467	0.2291476438
1468	0.2290193514
1469	0.2289315825
1470	0.2288630274
1471	0.2287302794
1472	0.2286433694
1473	0.2285707276
1474	0.2284664857
1475	0.2283582403
1476	0.2282465226
1477	0.2281301749
1478	0.2279976724
1479	0.2278552695
1480	0.22775113
1481	0.2276092202
1482	0.2274867971
1483	0.2273929739
1484	0.2272940821
1485	0.2271715302
1486	0.2270753568
1487	0.2270092407
1488	0.2269232881
1489	0.2268146053
1490	0.2266838931
1491	0.2265941595
1492	0.2264851732
1493	0.2263607907
1494	0.2262714928
1495	0.2261707763
1496	0.226077358
1497	0.225962501
1498	0.2258817792
1499	0.2257835378
1500	0.2256637191
1501	0.2255392602
1502	0.2254263305
1503	0.225343631
1504	0.2252288696
1505	0.2251273632
1506	0.2250522732
1507	0.2249681295
1508	0.2248985272
1509	0.2247577065
1510	0.2246625288
1511	0.2245417872
1512	0.2244001216
1513	0.2242738209
1514	0.2241948774
